id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
269,8.1,0.35,0.4,2.1,0.078,12.0,31.0,0.9962,3.28,0.62,9.9,5.0
270,7.8,0.46,0.24,1.7,0.069,15.0,26.0,0.99628,3.47,0.6,10.1,6.0
271,7.9,0.46,0.27,1.7,0.093,17.0,46.0,0.9986,3.23,0.57,9.5,5.0
272,7.3,0.35,0.49,3.0,0.076,6.0,18.0,0.9962,3.12,0.55,10.0,6.0
273,8.6,0.78,0.3,2.1,0.076,5.0,27.0,0.9988,3.31,0.54,10.1,5.0
274,8.6,0.68,0.26,2.1,0.076,6.0,17.0,0.9972,3.08,0.52,9.5,6.0
275,9.3,0.725,0.26,2.0,0.085,13.0,24.0,0.9955,3.22,0.52,9.7,6.0
276,7.0,0.61,0.0,1.8,0.07,6.0,18.0,0.99652,3.48,0.59,9.3,5.0
277,6.4,0.34,0.31,2.2,0.076,21.0,48.0,0.99708,3.43,0.57,10.3,5.0
278,7.3,0.39,0.24,2.1,0.084,25.0,41.0,0.99586,3.24,0.49,11.0,7.0
279,8.8,0.62,0.03,2.3,0.074,16.0,89.0,0.9984,3.26,0.67,10.5,5.0
280,7.1,0.635,0.2,2.0,0.07,13.0,35.0,0.99584,3.39,0.52,10.5,4.0
281,9.9,0.4,0.34,1.7,0.077,17.0,40.0,0.99708,3.19,0.82,10.0,5.0
282,8.0,0.31,0.34,3.4,0.0819999999999999,13.0,50.0,0.99586,3.15,0.75,12.5,7.0
283,8.3,0.63,0.26,2.3,0.086,8.0,17.0,0.99704,3.19,0.65,10.4,4.0
284,7.0,0.45,0.39,2.5,0.091,11.0,38.0,0.9976,3.31,0.63,10.1,6.0
285,9.4,0.58,0.28,2.0,0.084,23.0,119.0,0.99538,3.19,0.54,9.5,5.0
286,10.1,0.43,0.49,3.0,0.074,5.0,12.0,0.9991,2.89,0.97,10.6,6.0
287,7.4,0.5,0.03,1.5,0.071,13.0,40.0,0.99572,3.39,0.51,9.6,6.0
288,8.0,0.6,0.0,2.4,0.105,4.0,15.0,0.9967,3.3,0.79,9.6,7.0
289,7.8,0.61,0.08,2.0,0.095,11.0,26.0,0.99572,3.32,0.52,10.5,5.0
290,7.4,0.46,0.18,1.6,0.076,13.0,33.0,0.9973,3.28,0.44,9.3,6.0
291,7.8,0.42,0.17,1.7,0.062,16.0,38.0,0.99467,3.12,0.63,9.2,6.0
292,8.4,0.64,0.11,2.6,0.086,33.0,85.0,0.9966,3.35,0.63,9.2,6.0
293,6.6,0.6,0.01,2.1,0.087,12.0,47.0,0.99374,3.53,0.59,9.8,5.0
294,9.5,0.45,0.22,2.6,0.076,15.0,28.0,0.9955,3.2,0.71,11.9,7.0
295,8.9,0.64,0.14,2.4,0.079,5.0,12.0,0.99743,3.2,0.56,9.8,6.0
296,8.3,0.31,0.43,2.0,0.085,6.0,11.0,0.9994,3.34,0.81,9.9,6.0
297,9.0,0.34,0.44,2.6,0.081,20.0,110.0,0.9964,3.28,0.54,9.5,5.0
298,7.1,0.54,0.02,2.0,0.068,6.0,11.0,0.99498,3.35,0.54,9.4,4.0
299,6.7,0.52,0.04,1.6,0.064,6.0,16.0,0.996,3.39,0.6,10.6,4.0
300,7.1,0.74,0.21,2.3,0.07,12.0,65.0,0.99476,3.29,0.73,9.7,7.0
301,7.1,0.5,0.0,1.5,0.0819999999999999,21.0,73.0,0.9966,3.29,0.58,9.8,7.0
302,7.8,0.69,0.0,2.0,0.059,6.0,12.0,0.99914,3.32,0.61,11.9,7.0
303,8.5,0.33,0.36,1.9,0.094,6.0,16.0,0.99633,3.22,0.48,9.5,5.0
304,6.1,0.5,0.08,2.0,0.092,10.0,31.0,0.99841,3.59,0.65,9.6,5.0
305,7.1,1.33,0.0,1.8,0.081,23.0,59.0,0.995,3.37,0.5,9.9,5.0
306,6.4,0.655,0.02,1.8,0.073,14.0,23.0,0.9976,3.53,0.52,9.8,6.0
307,7.4,0.53,0.09,1.7,0.067,10.0,45.0,0.9959,3.36,0.5,9.9,8.0
308,8.2,0.4,0.34,2.2,0.0819999999999999,5.0,26.0,0.9996,3.16,0.54,12.4,6.0
309,11.4,0.39,0.49,2.1,0.076,5.0,13.0,0.9973,3.24,0.93,9.5,6.0
310,9.9,0.49,0.5,2.0,0.084,9.0,25.0,0.9983,3.36,0.56,9.5,5.0
311,6.8,0.59,0.01,2.3,0.073,5.0,13.0,0.9962,3.41,0.62,11.3,8.0
312,8.3,0.66,0.12,1.8,0.066,9.0,23.0,0.99975,3.28,0.59,9.4,6.0
313,11.9,0.37,0.54,2.0,0.075,11.0,46.0,0.9979,3.41,0.81,10.1,6.0
314,7.8,0.41,0.26,1.8,0.08,20.0,45.0,0.99546,3.41,0.59,9.8,4.0
315,7.2,0.65,0.08,2.3,0.066,6.0,19.0,0.9976,3.43,0.55,11.0,6.0
316,10.3,0.36,0.57,2.4,0.079,19.0,43.0,0.9987,3.27,0.71,9.9,5.0
317,7.0,0.54,0.24,2.1,0.093,10.0,31.0,0.99632,3.39,0.54,12.0,7.0
318,8.9,0.6,0.34,2.5,0.05,14.0,35.0,0.997,3.43,0.79,10.0,6.0
319,7.1,0.62,0.04,2.2,0.076,5.0,13.0,0.9994,3.24,0.47,9.4,5.0
320,8.3,0.28,0.44,2.3,0.092,16.0,33.0,0.99354,3.26,0.62,9.2,5.0
321,10.3,0.47,0.33,2.3,0.059,12.0,28.0,0.9991,3.36,0.76,12.0,7.0
322,6.9,0.61,0.22,2.2,0.07,15.0,29.0,0.99716,3.38,0.55,10.9,6.0
323,8.2,0.58,0.02,1.8,0.08,11.0,59.0,0.9968,3.35,0.78,9.2,6.0
324,6.8,0.53,0.19,2.1,0.086,26.0,66.0,0.9948,3.53,0.6,9.9,5.0
325,7.3,0.53,0.26,2.1,0.07,21.0,43.0,0.9972,3.42,0.5,9.5,6.0
326,6.7,0.58,0.02,1.9,0.0559999999999999,18.0,25.0,0.998,3.52,0.64,12.2,5.0
327,7.1,0.52,0.05,2.2,0.07,6.0,32.0,0.99704,3.52,0.64,12.6,7.0
328,9.4,0.34,0.56,2.2,0.078,13.0,31.0,0.9994,3.08,0.62,9.7,5.0
329,8.6,0.31,0.36,2.2,0.08,20.0,124.0,0.9987,3.3,0.56,9.0,6.0
330,6.6,0.67,0.0,2.1,0.077,19.0,26.0,0.99492,3.67,0.55,10.2,5.0
331,6.1,0.56,0.0,2.7,0.104,6.0,16.0,0.9956,3.56,0.55,9.8,5.0
332,6.4,0.63,0.09,2.2,0.084,13.0,28.0,0.99622,3.35,0.57,12.9,7.0
333,8.8,0.57,0.22,2.3,0.079,21.0,42.0,0.9964,3.14,0.6,9.2,5.0
334,11.8,0.47,0.45,2.5,0.069,9.0,19.0,0.998,3.27,0.48,10.0,7.0
335,7.8,0.54,0.23,2.6,0.084,10.0,41.0,0.9972,3.29,0.59,10.5,5.0
336,7.6,0.55,0.14,1.8,0.076,21.0,42.0,0.9976,3.37,0.51,9.5,5.0
337,7.9,0.59,0.26,2.1,0.08,15.0,24.0,0.99655,3.3,0.72,10.0,6.0
338,9.4,0.39,0.49,2.5,0.078,11.0,28.0,0.9994,3.21,0.57,9.7,6.0
339,10.0,0.28,0.49,2.1,0.078,7.0,27.0,0.99704,3.15,0.55,10.5,5.0
340,7.9,0.82,0.01,2.2,0.091,4.0,21.0,0.9996,3.58,0.64,11.5,6.0
341,7.8,0.695,0.0,2.2,0.079,25.0,59.0,0.9986,3.45,0.52,12.5,6.0
342,9.0,0.34,0.66,1.6,0.079,8.0,19.0,0.99552,3.22,0.74,9.5,5.0
343,6.4,0.53,0.12,2.3,0.079,7.0,19.0,0.9994,3.47,0.62,9.8,5.0
344,9.1,0.48,0.25,2.1,0.0819999999999999,11.0,45.0,0.998,3.29,0.62,9.9,8.0
345,7.6,0.57,0.01,2.0,0.084,21.0,42.0,0.9972,3.21,0.64,9.5,5.0
346,7.8,0.685,0.06,2.0,0.0819999999999999,6.0,15.0,0.9967,3.37,0.72,9.9,6.0
347,7.8,0.52,0.21,2.6,0.074,21.0,44.0,0.99627,3.43,0.78,9.8,5.0
348,7.3,0.715,0.0,2.1,0.0819999999999999,3.0,12.0,0.99633,3.54,0.66,11.2,7.0
349,9.0,0.6,0.0,2.1,0.065,3.0,10.0,0.9955,3.41,0.59,10.5,6.0
350,6.6,0.46,0.29,2.7,0.083,20.0,32.0,0.99875,3.41,0.64,12.0,7.0
351,8.4,0.56,0.25,2.6,0.074,6.0,20.0,0.99562,3.31,0.55,9.3,5.0
352,9.3,0.53,0.36,1.7,0.08,28.0,88.0,0.9971,3.29,0.62,9.6,5.0
353,8.2,0.39,0.32,2.1,0.071,6.0,24.0,0.9972,3.35,0.64,9.9,5.0
354,10.0,0.28,0.46,2.5,0.076,13.0,28.0,0.9996,3.21,0.79,10.6,6.0
355,8.0,0.41,0.2,2.3,0.067,11.0,30.0,0.9956,3.22,0.8,10.1,6.0
356,9.3,0.36,0.36,1.9,0.094,7.0,18.0,0.9994,3.3,0.61,9.9,6.0
357,6.8,0.59,0.01,2.2,0.092,14.0,31.0,0.99652,3.52,0.57,9.2,5.0
358,7.2,0.53,0.0,1.6,0.065,17.0,88.0,0.9974,3.1,0.52,9.4,5.0
359,6.3,0.53,0.03,1.8,0.071,6.0,11.0,0.9967,3.45,0.56,10.1,6.0
360,6.7,0.4,0.1,1.8,0.088,3.0,9.0,0.9986,3.34,0.54,11.3,6.0
361,6.7,0.845,0.0,2.4,0.0819999999999999,5.0,19.0,0.99743,3.48,0.52,10.5,6.0
362,7.9,0.42,0.32,2.1,0.06,21.0,81.0,0.99484,3.24,0.66,9.8,6.0
363,5.6,0.59,0.0,2.1,0.067,14.0,31.0,0.9976,3.5,0.59,9.7,5.0
364,6.8,0.3,0.34,2.5,0.078,13.0,28.0,0.99642,3.31,0.57,10.2,7.0
365,10.6,0.43,0.4,2.0,0.087,10.0,45.0,0.9986,3.3,0.63,9.5,5.0
366,8.9,0.35,0.4,2.7,0.077,16.0,45.0,0.9958,3.36,0.57,9.9,5.0
367,8.3,0.48,0.34,2.3,0.093,4.0,9.0,0.9958,3.36,0.6,9.5,5.0
368,7.0,0.61,0.0,2.2,0.079,11.0,89.0,0.99524,3.44,0.59,9.6,6.0
369,9.2,0.57,0.32,1.7,0.054,9.0,22.0,0.998,3.27,0.72,9.5,5.0
370,6.3,0.54,0.19,2.0,0.0819999999999999,4.0,14.0,0.99655,3.53,0.58,9.0,5.0
371,8.1,0.65,0.12,2.0,0.054,17.0,44.0,0.99734,3.36,0.53,9.4,5.0
372,7.2,0.63,0.13,2.8,0.092,6.0,14.0,0.9988,3.36,0.54,9.9,5.0
373,7.8,0.64,0.1,1.5,0.078,11.0,45.0,0.9962,3.33,0.54,9.4,5.0
374,8.5,0.37,0.34,2.5,0.067,4.0,14.0,0.9948,3.31,0.79,10.9,5.0
375,6.7,0.57,0.03,2.6,0.078,5.0,28.0,0.9974,3.36,0.54,12.8,7.0
376,7.1,0.58,0.01,2.0,0.0819999999999999,31.0,77.0,0.99672,3.16,0.52,9.8,5.0
377,7.1,0.785,0.01,2.5,0.08,11.0,24.0,0.998,3.38,0.54,10.5,5.0
378,11.9,0.27,0.49,2.1,0.0969999999999999,14.0,64.0,1.0002,3.16,0.63,9.4,5.0
379,7.4,0.58,0.05,2.3,0.078,13.0,27.0,0.9964,3.53,0.59,10.0,6.0
380,7.3,0.67,0.14,2.4,0.0819999999999999,9.0,20.0,0.99568,3.17,0.58,9.5,5.0
381,7.4,0.43,0.29,2.1,0.0819999999999999,18.0,34.0,0.99655,3.42,0.61,11.9,8.0
382,8.4,0.43,0.22,2.1,0.077,24.0,44.0,0.9976,3.32,0.57,12.3,6.0
383,8.2,0.74,0.18,2.1,0.087,16.0,65.0,0.9952,3.3,0.57,10.3,6.0
384,7.9,0.53,0.0,3.5,0.071,10.0,25.0,0.9963,3.5,0.54,9.3,5.0
385,6.6,0.4,0.09,2.1,0.09,5.0,22.0,0.9988,3.53,0.62,10.0,6.0
386,8.0,0.41,0.26,2.5,0.098,20.0,48.0,0.9972,3.39,0.65,9.4,5.0
387,7.4,0.66,0.0,2.4,0.079,7.0,16.0,0.9968,3.42,0.88,10.3,7.0
388,8.4,0.52,0.16,1.6,0.081,24.0,54.0,0.9988,3.47,0.61,9.7,5.0
389,6.8,0.42,0.4,2.6,0.095,13.0,49.0,0.99693,3.32,0.49,9.3,5.0
390,8.1,0.48,0.22,2.5,0.092,6.0,18.0,0.99842,3.26,0.64,10.9,7.0
391,8.1,0.31,0.45,2.2,0.064,5.0,15.0,0.9955,3.19,0.79,10.9,7.0
392,6.8,0.645,0.0,2.1,0.093,15.0,45.0,0.99672,3.19,0.66,10.1,6.0
393,11.5,0.41,0.49,2.2,0.07,8.0,19.0,0.9962,3.36,0.93,11.0,6.0
394,6.2,0.53,0.21,2.1,0.092,19.0,66.0,0.9955,3.36,0.58,9.3,6.0
395,6.7,0.64,0.0,1.6,0.091,19.0,28.0,0.9959,3.44,0.61,9.3,6.0
396,8.4,0.645,0.13,2.3,0.079,3.0,9.0,0.9962,3.22,0.56,10.5,7.0
397,10.5,0.43,0.49,2.1,0.074,18.0,64.0,0.9991,3.13,0.59,13.3,5.0
398,6.3,0.57,0.05,1.8,0.068,15.0,27.0,0.9976,3.44,0.51,9.5,5.0
399,11.3,0.48,0.48,1.8,0.081,9.0,27.0,0.9973,3.43,0.53,9.2,5.0
400,7.8,0.32,0.15,2.0,0.085,16.0,40.0,0.9956,3.43,0.48,9.2,6.0
401,7.4,0.725,0.31,2.1,0.073,14.0,28.0,0.99396,3.39,0.59,10.9,5.0
402,7.8,0.52,0.26,2.2,0.086,16.0,67.0,0.996,3.47,0.46,11.9,6.0
403,7.6,0.65,0.06,2.0,0.079,6.0,32.0,0.9958,3.27,0.55,9.2,6.0
404,8.7,0.58,0.19,2.1,0.0579999999999999,5.0,23.0,0.9962,3.4,0.61,11.0,6.0
405,8.0,0.39,0.52,1.7,0.075,10.0,34.0,0.99702,3.3,0.68,10.6,6.0
406,10.1,0.5,0.48,2.2,0.086,6.0,18.0,0.9987,3.29,0.72,9.4,5.0
407,9.9,0.43,0.24,2.6,0.0819999999999999,24.0,48.0,0.99458,3.21,0.54,9.5,5.0
408,8.4,0.42,0.2,2.0,0.084,5.0,13.0,0.99568,3.38,0.68,11.2,6.0
409,7.7,0.59,0.03,1.7,0.08,3.0,11.0,0.99498,3.38,0.64,11.0,6.0
410,7.6,0.56,0.08,2.1,0.079,9.0,20.0,0.99642,3.43,0.48,9.2,5.0
411,10.0,0.39,0.49,2.3,0.077,5.0,28.0,1.0014,3.19,0.66,9.5,5.0
412,9.9,0.34,0.41,1.4,0.081,21.0,77.0,0.99743,3.31,0.58,9.9,5.0
413,8.0,0.29,0.49,1.8,0.0969999999999999,3.0,9.0,0.99642,3.15,0.79,10.0,6.0
414,8.2,0.39,0.49,2.0,0.069,6.0,18.0,0.9982,3.26,0.57,9.4,5.0
415,9.2,0.64,0.31,2.0,0.071,7.0,61.0,0.9997,3.17,0.61,9.5,6.0
416,6.7,0.43,0.21,2.0,0.106,6.0,17.0,0.99586,3.37,0.63,10.3,6.0
417,11.4,0.32,0.42,1.8,0.069,8.0,24.0,0.9961,3.23,0.86,9.5,5.0
418,7.1,0.68,0.05,1.8,0.077,24.0,86.0,0.9956,3.35,0.58,9.2,6.0
419,7.5,0.6,0.11,1.8,0.078,4.0,10.0,0.99668,3.22,0.68,9.3,5.0
420,8.5,0.58,0.45,2.1,0.078,18.0,42.0,0.9969,3.18,0.73,9.4,6.0
421,6.8,0.62,0.02,1.7,0.0579999999999999,12.0,20.0,0.99533,3.38,0.52,12.8,7.0
422,8.3,0.41,0.39,2.6,0.0969999999999999,9.0,31.0,0.9976,3.47,0.64,10.4,6.0
423,6.8,0.61,0.0,1.9,0.067,9.0,24.0,0.9988,3.62,0.56,9.4,5.0
424,8.1,0.67,0.12,2.7,0.073,12.0,64.0,0.9994,3.39,0.59,10.0,5.0
425,9.9,0.37,0.2,2.1,0.08,26.0,53.0,0.9984,3.24,0.64,11.0,7.0
426,8.6,0.24,0.19,2.0,0.077,14.0,25.0,0.9962,3.38,0.58,9.7,5.0
427,9.1,0.43,0.45,2.6,0.077,3.0,10.0,0.9976,3.35,0.56,9.2,5.0
428,7.2,0.58,0.03,2.2,0.079,16.0,35.0,0.99444,3.3,0.6,11.0,7.0
429,7.4,0.6,0.02,1.8,0.076,5.0,16.0,0.9976,3.51,0.54,9.8,6.0
430,6.0,0.5,0.08,1.6,0.077,5.0,29.0,0.998,3.38,0.61,10.9,6.0
431,7.2,0.41,0.32,2.3,0.079,23.0,98.0,0.9976,3.56,0.56,9.5,6.0
432,7.0,0.43,0.3,2.0,0.078,4.0,15.0,0.9973,3.39,0.82,9.5,5.0
433,7.1,0.59,0.2,2.3,0.061,11.0,18.0,0.99685,3.38,0.7,10.0,6.0
434,10.0,0.735,0.28,2.6,0.077,7.0,11.0,0.9958,3.22,0.68,10.0,8.0
435,7.1,0.57,0.2,1.6,0.132,10.0,42.0,0.9968,3.32,0.56,9.5,4.0
436,7.4,0.32,0.43,2.4,0.079,5.0,10.0,0.99606,3.38,0.62,11.3,7.0
437,7.7,0.4,0.18,4.3,0.076,9.0,28.0,0.99552,3.2,0.61,10.0,5.0
438,7.4,0.59,0.02,4.0,0.0579999999999999,4.0,12.0,0.9962,3.41,0.44,10.8,6.0
439,7.1,0.52,0.02,1.8,0.084,11.0,21.0,0.9948,3.38,0.54,9.5,6.0
440,8.3,0.42,0.32,1.8,0.079,18.0,34.0,0.99672,3.19,0.46,9.4,6.0
441,7.7,0.59,0.0,1.8,0.067,15.0,18.0,0.9976,3.32,0.88,11.1,6.0
442,8.7,0.39,0.29,2.9,0.094,9.0,44.0,0.9966,3.32,0.65,9.8,6.0
443,8.3,0.48,0.21,2.2,0.072,6.0,20.0,0.99656,3.34,0.52,10.8,5.0
444,8.7,0.52,0.35,2.6,0.078,9.0,28.0,0.9976,3.24,0.68,9.6,4.0
445,6.4,0.69,0.0,2.2,0.073,23.0,64.0,0.9994,3.36,0.59,9.8,5.0
446,8.7,0.36,0.4,1.9,0.062,15.0,38.0,0.9976,3.24,0.6,11.7,6.0
447,7.1,0.49,0.2,1.9,0.079,27.0,58.0,0.9964,3.39,0.65,9.5,6.0
448,8.3,0.32,0.66,2.4,0.077,27.0,119.0,0.9972,3.08,0.61,9.4,6.0
449,7.2,0.36,0.29,2.2,0.077,25.0,100.0,0.9968,3.39,0.63,9.5,6.0
450,8.0,0.33,0.48,1.8,0.0819999999999999,21.0,112.0,0.9968,3.36,0.71,9.5,6.0
451,7.0,0.63,0.08,2.0,0.066,12.0,27.0,0.99704,3.47,0.56,11.2,6.0
452,9.4,0.32,0.42,2.2,0.078,3.0,11.0,0.9984,3.27,0.59,12.0,6.0
453,7.7,0.38,0.34,1.9,0.079,6.0,18.0,0.9984,3.31,0.52,9.6,5.0
454,7.9,0.46,0.1,2.3,0.055,5.0,16.0,0.99668,3.58,0.49,10.7,6.0
455,7.2,0.48,0.24,1.9,0.073,12.0,28.0,0.9963,3.41,0.69,9.8,5.0
456,10.0,0.36,0.4,1.4,0.074,12.0,31.0,0.9994,3.2,0.5,9.6,6.0
457,7.9,0.24,0.45,2.2,0.066,10.0,21.0,0.997,3.26,0.82,11.3,7.0
458,6.6,0.65,0.02,2.3,0.079,35.0,72.0,0.9976,3.36,0.62,12.1,7.0
459,7.4,0.705,0.2,1.6,0.073,6.0,24.0,0.99632,3.27,0.82,9.6,5.0
460,7.7,0.65,0.07,2.1,0.077,10.0,28.0,0.9972,3.4,0.63,9.6,5.0
461,7.8,0.5,0.26,1.8,0.078,19.0,49.0,0.99498,3.42,0.53,11.6,5.0
462,7.1,0.58,0.0,2.6,0.078,18.0,35.0,0.9994,3.47,0.44,10.1,5.0
463,7.9,0.29,0.28,1.7,0.0819999999999999,6.0,24.0,0.99586,3.46,0.85,9.4,5.0
464,6.7,0.745,0.0,2.3,0.081,8.0,17.0,0.99736,3.36,0.51,10.4,6.0
465,7.9,0.66,0.02,1.8,0.085,10.0,22.0,0.99448,3.43,0.65,9.2,6.0
466,6.9,0.57,0.01,4.7,0.072,16.0,43.0,0.9958,3.52,0.56,10.5,6.0
467,8.5,0.57,0.25,2.0,0.067,18.0,27.0,0.99588,3.23,0.5,9.3,5.0
468,7.8,0.54,0.04,1.7,0.068,27.0,61.0,0.9961,3.39,0.72,11.4,6.0
469,7.7,0.745,0.1,2.0,0.07,16.0,27.0,0.99572,3.37,0.48,10.7,6.0
470,6.8,0.61,0.21,2.1,0.074,6.0,17.0,0.99572,3.24,0.61,11.2,7.0
471,6.9,0.765,0.0,2.0,0.076,21.0,47.0,0.9977,3.54,0.48,9.8,5.0
472,7.3,0.55,0.02,1.3,0.086,23.0,88.0,0.9984,3.36,0.59,9.6,5.0
473,7.9,0.28,0.42,2.0,0.0819999999999999,7.0,28.0,0.9976,3.26,0.54,11.0,4.0
474,8.0,0.51,0.22,2.2,0.068,19.0,24.0,0.998,3.19,0.58,9.2,5.0
475,7.1,0.57,0.0,2.2,0.064,8.0,18.0,0.9968,3.42,0.57,9.5,5.0
476,8.9,0.32,0.34,1.8,0.073,9.0,18.0,0.99458,3.22,0.77,11.2,6.0
477,7.9,0.54,0.01,2.0,0.077,17.0,38.0,0.99694,3.38,0.54,9.5,5.0
478,6.3,0.39,0.15,2.1,0.0559999999999999,9.0,21.0,0.9955,3.47,0.83,10.0333333333333,7.0
479,8.7,0.64,0.08,2.1,0.075,10.0,24.0,0.99572,3.3,0.54,11.3,6.0
480,6.6,0.41,0.32,2.2,0.0969999999999999,11.0,24.0,0.99656,3.3,0.76,9.4,5.0
481,7.8,0.58,0.01,2.0,0.0969999999999999,8.0,22.0,0.99444,3.28,0.62,9.9,6.0
482,7.7,0.56,0.0,1.9,0.0819999999999999,16.0,86.0,0.9988,3.38,0.47,9.5,5.0
483,9.0,0.31,0.44,2.5,0.157,8.0,24.0,0.99642,3.33,0.93,12.6,6.0
484,10.4,0.42,0.37,1.8,0.08,26.0,43.0,0.9994,3.28,0.6,11.8,7.0
485,8.0,0.6,0.2,2.1,0.06,6.0,13.0,0.99593,3.35,0.62,11.2,6.0
486,9.0,0.32,0.32,2.1,0.076,23.0,86.0,0.9956,3.18,0.49,9.4,5.0
487,7.0,0.52,0.21,2.1,0.078,10.0,43.0,0.99593,3.26,0.61,11.4,5.0
488,7.3,0.41,0.3,1.7,0.093,21.0,53.0,0.9997,3.48,0.56,9.4,5.0
489,8.9,0.27,0.5,2.0,0.0969999999999999,28.0,58.0,0.9972,3.35,0.56,9.2,5.0
490,7.4,0.34,0.31,1.7,0.077,23.0,64.0,0.99532,3.36,0.73,9.6,5.0
491,10.0,0.34,0.31,1.9,0.088,6.0,20.0,0.9962,3.42,0.62,9.2,6.0
492,7.0,0.65,0.0,2.5,0.064,14.0,35.0,0.99604,3.3,0.51,9.3,6.0
493,7.0,0.57,0.21,1.9,0.079,16.0,65.0,0.998,3.38,0.59,9.3,4.0
494,9.9,0.57,0.26,2.4,0.075,19.0,38.0,0.9964,3.39,0.55,10.8,6.0
495,5.3,0.52,0.02,1.6,0.076,18.0,35.0,0.9981,3.42,0.56,10.6,6.0
496,6.4,0.41,0.0,1.9,0.054,10.0,21.0,0.99656,3.53,0.6,11.4,6.0
497,6.6,0.58,0.0,1.7,0.066,25.0,65.0,0.9978,3.41,0.64,9.4,5.0
498,7.8,0.46,0.31,1.8,0.077,15.0,67.0,0.9953,3.31,0.56,9.6,6.0
499,12.6,0.54,0.44,2.3,0.0819999999999999,4.0,12.0,0.9988,3.16,0.6,14.0,6.0
500,6.6,0.61,0.23,2.2,0.078,29.0,43.0,0.99498,3.41,0.79,11.3,5.0
501,9.3,0.42,0.39,2.5,0.104,27.0,59.0,0.9986,3.16,0.76,10.0,6.0
502,6.9,0.48,0.03,2.3,0.0819999999999999,28.0,51.0,0.99786,3.54,0.69,11.2,7.0
503,7.2,0.6,0.27,1.7,0.077,18.0,36.0,0.9964,3.28,0.71,11.0,6.0
504,7.5,0.55,0.0,2.1,0.068,6.0,24.0,0.99538,3.44,0.69,11.7,7.0
505,13.3,0.49,0.49,2.0,0.073,10.0,22.0,1.0021,3.2,0.81,9.8,5.0
506,7.3,0.52,0.21,2.0,0.08,6.0,11.0,0.99742,3.33,0.56,11.2,6.0
507,7.4,0.635,0.1,2.1,0.068,14.0,35.0,0.9965,3.29,0.58,9.2,5.0
508,7.7,0.6,0.02,1.8,0.092,11.0,29.0,0.9983,3.38,0.62,9.8,8.0
509,8.1,0.39,0.39,1.8,0.0819999999999999,10.0,28.0,0.9983,3.39,0.54,9.9,5.0
510,8.2,0.28,0.24,1.9,0.084,40.0,134.0,0.99458,3.21,0.79,9.4,6.0
511,6.8,0.54,0.15,1.6,0.07,14.0,31.0,0.9976,3.42,0.62,11.1,6.0
512,6.7,0.69,0.03,1.7,0.074,6.0,19.0,0.9968,3.44,0.58,9.3,6.0
513,6.9,0.38,0.3,2.2,0.075,15.0,37.0,0.9962,3.39,0.66,9.6,6.0
514,6.8,0.58,0.1,2.1,0.07,10.0,47.0,0.99685,3.48,0.6,12.1,6.0
515,6.6,0.49,0.01,4.5,0.064,8.0,22.0,0.99458,3.34,0.6,11.4,6.0
516,9.2,0.47,0.47,2.4,0.109,5.0,17.0,0.99702,3.21,0.63,10.9,6.0
517,7.8,0.52,0.02,1.7,0.081,11.0,31.0,0.9994,3.29,0.52,9.4,5.0
518,7.0,0.53,0.22,2.8,0.086,15.0,26.0,0.9971,3.2,0.62,9.2,6.0
519,6.2,0.6,0.03,2.1,0.08,15.0,20.0,0.99498,3.37,0.42,10.4,5.0
520,7.0,0.6,0.15,2.5,0.063,15.0,65.0,0.9986,3.28,0.73,9.4,5.0
521,7.2,0.35,0.33,1.9,0.074,10.0,27.0,0.996,3.23,0.83,9.5,5.0
522,6.7,0.6,0.0,2.1,0.07,3.0,11.0,0.99448,3.51,1.17,9.3,5.0
523,7.8,0.35,0.32,2.8,0.0819999999999999,15.0,38.0,0.9984,3.42,0.52,9.5,5.0
524,8.7,0.51,0.22,1.8,0.045,24.0,81.0,0.9964,3.38,0.56,10.1,5.0
525,8.7,0.39,0.32,3.0,0.077,4.0,9.0,0.99444,3.25,0.54,9.5,5.0
526,7.3,0.78,0.08,2.0,0.073,25.0,52.0,0.99523,3.36,0.57,9.4,6.0
527,7.2,0.78,0.01,2.3,0.076,25.0,42.0,0.9964,3.2,0.63,9.9,6.0
528,7.5,0.49,0.19,2.3,0.076,5.0,9.0,0.9974,3.17,0.62,9.5,6.0
529,7.3,0.62,0.05,2.4,0.062,16.0,58.0,0.9962,3.3,0.66,9.9,6.0
530,9.0,0.57,0.2,2.5,0.074,6.0,20.0,0.9948,3.31,0.65,10.9,5.0
531,8.2,0.57,0.03,2.2,0.081,5.0,16.0,0.9976,3.31,0.58,9.5,5.0
532,7.7,0.61,0.02,2.4,0.07,19.0,37.0,0.99586,3.53,0.67,9.3,5.0
533,7.0,0.41,0.66,1.9,0.076,3.0,10.0,0.9994,3.3,0.86,9.2,6.0
534,7.7,0.31,0.39,4.5,0.074,27.0,134.0,0.9986,3.34,0.57,9.3,5.0
535,7.1,0.52,0.04,2.0,0.077,34.0,109.0,0.9964,3.35,0.79,9.2,6.0
536,7.3,0.55,0.07,1.8,0.0819999999999999,24.0,131.0,0.9968,3.38,0.55,9.6,6.0
537,9.2,0.54,0.08,2.2,0.09,6.0,20.0,0.9984,3.54,0.53,10.0,5.0
538,8.3,0.69,0.04,2.1,0.078,6.0,13.0,0.9956,3.27,0.8,9.5,5.0
